         5843070 function calls (5703559 primitive calls) in 37.199 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 pickle.py:1291(load_tuple3)
       66    0.000    0.000    0.000    0.000 pickle.py:1295(load_empty_list)
      506    0.001    0.000    0.002    0.000 pickle.py:1299(load_empty_dictionary)
      506    0.005    0.000    0.009    0.000 pickle.py:1355(load_newobj)
       88    0.001    0.000    0.004    0.000 pickle.py:1370(load_global)
       88    0.000    0.000    0.001    0.000 pickle.py:1416(find_class)
      198    0.001    0.000    0.002    0.000 pickle.py:1429(load_reduce)
     4587    0.022    0.000    0.049    0.000 pickle.py:1456(load_binget)
     2816    0.010    0.000    0.023    0.000 pickle.py:1473(load_binput)
      154    0.001    0.000    0.002    0.000 pickle.py:1480(load_long_binput)
       66    0.000    0.000    0.001    0.000 pickle.py:1499(load_appends)
      506    0.004    0.000    0.007    0.000 pickle.py:1525(load_setitems)
      550    0.012    0.000    0.023    0.000 pickle.py:1543(load_build)
      627    0.002    0.000    0.003    0.000 pickle.py:1567(load_mark)
       11    0.000    0.000    0.000    0.000 pickle.py:1573(load_stop)
        1    0.000    0.000    0.002    0.002 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.009    0.009 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
       11    0.000    0.000    0.000    0.000 pickle.py:249(__init__)
    25267    0.077    0.000    0.118    0.000 pickle.py:254(read)
      176    0.001    0.000    0.001    0.000 pickle.py:267(readline)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
       11    0.000    0.000    0.000    0.000 pickle.py:89(__init__)
       62    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
        1    0.000    0.000    0.055    0.055 platform.py:10(<module>)
        1    0.000    0.000    0.003    0.003 platform.py:1098(machine)
        1    0.000    0.000    0.000    0.000 platform.py:1149(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
        1    0.000    0.000    0.003    0.003 platform.py:780(_syscmd_uname)
        1    0.000    0.000    0.003    0.003 platform.py:923(uname)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:351(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:389(_PlistWriter)
        1    0.000    0.000    0.012    0.012 plistlib.py:47(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:522(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:530(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:699(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plugin_asset.py:112(PluginAsset)
        1    0.000    0.000    0.000    0.000 plugin_asset.py:27(<module>)
        6    0.001    0.000    0.002    0.000 plugin_data_pb2.py:4(<module>)
        6    0.000    0.000    0.000    0.000 plugin_data_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 policy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 policy.py:25(Policy)
        1    0.000    0.000    0.000    0.000 policy.py:91(__init__)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
        4    0.000    0.000    0.000    0.000 polynomial.py:1140(_coeffs)
        4    0.000    0.000    0.000    0.000 polynomial.py:1149(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.003    0.003 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:102(CustomizablePicklingQueue)
        1    0.000    0.000    0.010    0.010 pool.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:146(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:180(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:219(MemmappingPool)
        1    0.000    0.000    0.000    0.000 pool.py:52(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:59(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:629(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:674(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:715(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:779(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:793(ThreadPool)
        1    0.000    0.000    0.000    0.000 pooling.py:111(MaxPooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:154(AveragePooling1D)
        1    0.000    0.000    0.002    0.002 pooling.py:16(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:168(AveragePooling2D)
        1    0.000    0.000    0.005    0.005 pooling.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:196(Pooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:241(MaxPooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:28(AveragePooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:281(MaxPooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:314(AveragePooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:331(AveragePooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:34(Pooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:381(Pooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:391(MaxPooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:477(MaxPooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:527(AveragePooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:577(GlobalPooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:601(GlobalAveragePooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:654(GlobalMaxPooling1D)
        1    0.000    0.000    0.000    0.000 pooling.py:684(GlobalPooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:709(GlobalAveragePooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:743(GlobalMaxPooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:776(GlobalPooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:800(GlobalAveragePooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:836(GlobalMaxPooling3D)
        1    0.000    0.000    0.000    0.000 pooling.py:98(MaxPooling1D)
      277    0.002    0.000    0.006    0.000 posixpath.py:121(splitext)
      139    0.001    0.000    0.002    0.000 posixpath.py:144(basename)
      233    0.003    0.000    0.005    0.000 posixpath.py:154(dirname)
       80    0.000    0.000    0.001    0.000 posixpath.py:168(islink)
        2    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       30    0.001    0.000    0.002    0.000 posixpath.py:338(normpath)
       18    0.000    0.000    0.002    0.000 posixpath.py:376(abspath)
        9    0.000    0.000    0.004    0.000 posixpath.py:391(realpath)
     11/9    0.001    0.000    0.003    0.000 posixpath.py:400(_joinrealpath)
      882    0.002    0.000    0.004    0.000 posixpath.py:41(_get_sep)
        9    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      143    0.001    0.000    0.002    0.000 posixpath.py:64(isabs)
      366    0.004    0.000    0.007    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 prediction_keys.py:15(<module>)
        1    0.000    0.000    0.000    0.000 prediction_keys.py:22(PredictionKeys)
        1    0.000    0.000    0.000    0.000 preempted_hook.py:15(<module>)
        1    0.000    0.000    0.000    0.000 preempted_hook.py:31(CloudTPUPreemptedHook)
        1    0.000    0.000    0.000    0.000 preempted_hook.py:51(_TPUPollingThread)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:228(_MapOnGpuDataset)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:85(_CopyToDeviceDataset)
        1    0.000    0.000    0.001    0.001 pretty_printer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:27(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:114(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:120(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:133(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:14(LokyProcess)
        1    0.000    0.000    0.000    0.000 process.py:140(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:146(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:154(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process.py:180(name)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:339(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        2    0.000    0.000    0.000    0.000 process.py:36(current_process)
        1    0.000    0.000    0.000    0.000 process.py:44(<module>)
        1    0.000    0.000    0.000    0.000 process.py:482(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process.py:489(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.000    0.000 process.py:80(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process.py:82(LokyInitMainProcess)
        1    0.000    0.000    0.004    0.004 process.py:9(<module>)
        1    0.000    0.000    0.000    0.000 process.py:96(AuthenticationKey)
        1    0.000    0.000    0.000    0.000 process_executor.py:141(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 process_executor.py:162(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 process_executor.py:210(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:220(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:240(_WorkItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:251(_ResultItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:259(_CallItem)
        1    0.000    0.000    0.000    0.000 process_executor.py:279(_SafeQueue)
        1    0.000    0.000    0.007    0.007 process_executor.py:56(<module>)
        1    0.000    0.000    0.000    0.000 process_executor.py:816(LokyRecursionError)
        1    0.000    0.000    0.000    0.000 process_executor.py:821(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process_executor.py:830(TerminatedWorkerError)
        1    0.000    0.000    0.000    0.000 process_executor.py:842(ShutdownExecutorError)
        1    0.000    0.000    0.000    0.000 process_executor.py:850(ProcessPoolExecutor)
        1    0.000    0.000   37.199   37.199 profile:0(<code object <module> at 0x7f09bd10b810, file "alphabeta.py", line 1>)
        0    0.000             0.000          profile:0(profiler)
        1    0.000    0.000    0.018    0.018 profiler.py:16(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:172(Profiler)
        1    0.000    0.000    0.002    0.002 profiler.py:31(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:56(ProfilerAlreadyRunningError)
        1    0.000    0.000    0.000    0.000 profiler.py:60(ProfilerNotRunningError)
        1    0.000    0.000    0.001    0.001 projections.py:1(<module>)
        1    0.000    0.000    0.005    0.005 proto_ops.py:17(<module>)
        1    0.000    0.000    0.000    0.000 proximal_adagrad.py:16(<module>)
        1    0.000    0.000    0.000    0.000 proximal_adagrad.py:29(ProximalAdagradOptimizer)
        1    0.000    0.000    0.000    0.000 proximal_gradient_descent.py:16(<module>)
        1    0.000    0.000    0.000    0.000 proximal_gradient_descent.py:30(ProximalGradientDescentOptimizer)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:104(contextlib_nullcontext)
        1    0.000    0.000    0.014    0.014 py3k.py:4(<module>)
        1    0.000    0.000    0.055    0.055 py_builtins.py:18(<module>)
        1    0.000    0.000    0.016    0.016 py_func.py:15(<module>)
        1    0.000    0.000    0.000    0.000 py_func.py:28(MatchDType)
        1    0.000    0.000    0.000    0.000 pydoc.py:1040(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1042(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1072(TextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1438(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1696(Helper)
        1    0.000    0.000    0.000    0.000 pydoc.py:1748(<listcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1871(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:2101(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pydoc.py:293(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:369(Doc)
        1    0.000    0.000    0.084    0.084 pydoc.py:39(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:431(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:433(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:473(HTMLDoc)
       27    0.000    0.000    0.007    0.000 pyparsing.py:1039(_trim_arity)
       26    0.000    0.000    0.007    0.000 pyparsing.py:1047(extract_stack)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      335    0.002    0.000    0.002    0.000 pyparsing.py:1144(__init__)
      471    0.002    0.000    0.029    0.000 pyparsing.py:1167(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       16    0.000    0.000    0.003    0.000 pyparsing.py:1204(setResultsName)
       25    0.000    0.000    0.008    0.000 pyparsing.py:1250(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
       60    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
    102/2    0.001    0.000    0.006    0.003 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        2    0.000    0.000    0.007    0.003 pyparsing.py:1608(parseString)
       83    0.001    0.000    0.006    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        3    0.000    0.000    0.001    0.000 pyparsing.py:1877(__mul__)
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:1926(makeOptionalList)
       48    0.000    0.000    0.003    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       14    0.000    0.000    0.002    0.000 pyparsing.py:2026(__call__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       32    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       96    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
      120    0.000    0.000    0.001    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
       69    0.001    0.000    0.001    0.000 pyparsing.py:2412(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(ParseException)
       12    0.000    0.000    0.029    0.002 pyparsing.py:2653(__init__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.001    0.001 pyparsing.py:2765(Regex)
       26    0.000    0.000    0.122    0.005 pyparsing.py:2779(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
       42    0.000    0.000    0.001    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        2    0.000    0.000    0.002    0.001 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
      133    0.002    0.000    0.005    0.000 pyparsing.py:3260(__init__)
      266    0.001    0.000    0.001    0.000 pyparsing.py:3270(<genexpr>)
    61/11    0.001    0.000    0.023    0.002 pyparsing.py:3288(leaveWhitespace)
       61    0.000    0.000    0.016    0.000 pyparsing.py:3292(<listcomp>)
     19/4    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
        4    0.000    0.000    0.002    0.000 pyparsing.py:3353(setResultsName)
   131/65    0.001    0.000    0.022    0.000 pyparsing.py:3363(copy)
   131/65    0.001    0.000    0.018    0.000 pyparsing.py:3365(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
       84    0.001    0.000    0.005    0.000 pyparsing.py:3390(__init__)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
     10/2    0.000    0.000    0.006    0.003 pyparsing.py:3397(parseImpl)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
       48    0.000    0.000    0.003    0.000 pyparsing.py:3540(__init__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
     20/8    0.000    0.000    0.005    0.001 pyparsing.py:3547(parseImpl)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
       82    0.000    0.000    0.001    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
       82    0.001    0.000    0.002    0.000 pyparsing.py:3719(__init__)
    82/80    0.001    0.000    0.002    0.000 pyparsing.py:372(__init__)
     16/2    0.000    0.000    0.005    0.002 pyparsing.py:3737(parseImpl)
    36/11    0.000    0.000    0.028    0.003 pyparsing.py:3743(leaveWhitespace)
     15/4    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        2    0.000    0.000    0.005    0.002 pyparsing.py:3859(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
       28    0.000    0.000    0.001    0.000 pyparsing.py:3997(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
       24    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
       38    0.000    0.000    0.001    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
       12    0.000    0.000    0.028    0.002 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4450(delimitedList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       18    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4681(originalTextFor)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        2    0.000    0.000    0.007    0.004 pyparsing.py:4763(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        6    0.000    0.000    0.001    0.000 pyparsing.py:4781(<lambda>)
        8    0.000    0.000    0.001    0.000 pyparsing.py:4783(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.013    0.013 pyparsing.py:4875(_makeTags)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.013    0.013 pyparsing.py:4904(makeHTMLTags)
        6    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.064    0.064 pyparsing.py:5399(pyparsing_common)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        1    0.001    0.001    0.124    0.124 pyparsing.py:75(<module>)
        1    0.000    0.000    0.002    0.002 python_io.py:16(<module>)
        1    0.000    0.000    0.000    0.000 python_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_state.py:29(PythonState)
