         5843070 function calls (5703559 primitive calls) in 37.199 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.004    0.001 all_util.py:30(make_all)
        5    0.000    0.000    0.000    0.000 all_util.py:49(<listcomp>)
        5    0.000    0.000    0.000    0.000 all_util.py:54(<listcomp>)
        5    0.000    0.000    0.004    0.001 all_util.py:86(remove_undocumented)
        1    0.000    0.000    0.000    0.000 allocation_description_pb2.py:4(<module>)
        3    0.000    0.000    0.000    0.000 allocation_description_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 allocation_description_pb2.py:5(<module>)
        3    0.000    0.000    0.000    0.000 allocation_description_pb2.py:6(<lambda>)
        1    0.000    0.000   37.199   37.199 alphabeta.py:1(<module>)
     14/2    0.003    0.000   29.768   14.884 alphabeta.py:21(alphabeta)
        1    0.000    0.000   29.769   29.769 alphabeta.py:43(get_optimal_move)
       13    0.000    0.000    0.007    0.001 alphabeta.py:9(eval)
        1    0.000    0.000    0.009    0.009 anno.py:18(<module>)
        1    0.000    0.000    0.000    0.000 anno.py:36(NoValue)
        1    0.000    0.000    0.000    0.000 anno.py:42(Basic)
        1    0.000    0.000    0.000    0.000 anno.py:60(Static)
        1    0.000    0.000    0.002    0.002 annos.py:15(<module>)
        1    0.000    0.000    0.000    0.000 annos.py:27(NoValue)
        1    0.000    0.000    0.000    0.000 annos.py:33(NodeAnno)
        1    0.000    0.000    0.000    0.000 any_pb2.py:5(<module>)
        4    0.000    0.000    0.000    0.000 any_pb2.py:6(<lambda>)
        1    0.000    0.000    0.026    0.026 api.py:15(<module>)
        1    0.000    0.000    0.000    0.000 api.py:163(RunMode)
        1    0.000    0.000    0.000    0.000 api.py:52(AutoGraphError)
        1    0.000    0.000    0.000    0.000 api.py:57(ConversionError)
        1    0.000    0.000    0.000    0.000 api.py:62(StagingError)
        1    0.000    0.000    0.000    0.000 api.py:67(_ErrorMetadata)
        1    0.000    0.000    0.001    0.001 api_def_pb2.py:5(<module>)
       15    0.000    0.000    0.000    0.000 api_def_pb2.py:6(<lambda>)
        2    0.000    0.000    0.000    0.000 api_implementation.py:136(Type)
        1    0.000    0.000    0.001    0.001 api_implementation.py:32(<module>)
        1    0.000    0.000    0.000    0.000 app.py:114(HelpshortFlag)
        1    0.000    0.000    0.000    0.000 app.py:120(HelpfullFlag)
        1    0.000    0.000    0.000    0.000 app.py:133(HelpXMLFlag)
        2    0.000    0.000    0.057    0.029 app.py:16(<module>)
        1    0.000    0.000    0.053    0.053 app.py:26(<module>)
        1    0.000    0.000    0.000    0.000 app.py:418(ExceptionHandler)
        1    0.000    0.000    0.000    0.000 app.py:63(_HelpFlag)
        1    0.000    0.000    0.000    0.000 app.py:76(Error)
        1    0.000    0.000    0.000    0.000 app.py:80(UsageError)
        1    0.000    0.000    0.000    0.000 app.py:80(_HelpshortFlag)
        1    0.000    0.000    0.000    0.000 app.py:86(_HelpfullFlag)
        1    0.000    0.000    0.000    0.000 app.py:95(HelpFlag)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 arg_defaults.py:48(<module>)
        1    0.000    0.000    0.000    0.000 arg_defaults.py:58(_Function)
        1    0.000    0.000    0.000    0.000 arg_defaults.py:62(ArgDefaultsTransformer)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:972(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:999(_CountAction)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:309(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:379(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:901(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:924(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:948(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
        1    0.000    0.000    0.005    0.005 array_grad.py:15(<module>)
      112    0.001    0.000    0.005    0.000 array_ops.py:1100(_get_dtype_from_nested_lists)
      112    0.001    0.000    0.006    0.000 array_ops.py:1132(_autopacking_conversion_function)
      224    0.001    0.000    1.416    0.006 array_ops.py:151(expand_dims_v2)
        1    0.001    0.001    0.218    0.218 array_ops.py:16(<module>)
      226    0.016    0.000    1.508    0.007 array_ops.py:1651(transpose)
      113    0.001    0.000    0.357    0.003 array_ops.py:2101(placeholder)
      283    0.004    0.000    0.935    0.003 array_ops.py:59(identity)
      224    0.002    0.000    1.420    0.006 array_ops.py:94(expand_dims)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1135(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1148(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1158(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1187(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1194(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1260(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1265(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1312(StructureFormat)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1499(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
       15    0.001    0.000    0.001    0.000 arrayprint.py:463(wrapper)
        1    0.000    0.000    0.002    0.002 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:832(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:975(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:982(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.001    0.001    0.001    0.001 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.001    0.001 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 asserts.py:15(<module>)
        1    0.000    0.000    0.000    0.000 asserts.py:27(AssertTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
        1    0.000    0.000    0.001    0.001 ast3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast3.py:7(Ast3ToGAst)
        1    0.000    0.000    0.000    0.000 ast3.py:70(GAstToAst3)
        1    0.000    0.000    0.000    0.000 ast_util.py:125(PatternMatcher)
        1    0.000    0.000    0.003    0.003 ast_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ast_util.py:30(CleanCopier)
        1    0.000    0.000    0.000    0.000 ast_util.py:323(LambdaDefinitionMatcher)
        1    0.000    0.000    0.000    0.000 ast_util.py:79(SymbolRenamer)
        1    0.000    0.000    0.000    0.000 astn.py:1(<module>)
        2    0.000    0.000    0.000    0.000 astn.py:5(_generate_translators)
        2    0.000    0.000    0.000    0.000 astn.py:7(Translator)
        1    0.000    0.000    0.001    0.001 attr_value_pb2.py:4(<module>)
       11    0.000    0.000    0.000    0.000 attr_value_pb2.py:5(<lambda>)
        1    0.000    0.000    0.008    0.008 attr_value_pb2.py:5(<module>)
       11    0.000    0.000    0.000    0.000 attr_value_pb2.py:6(<lambda>)
        1    0.000    0.000    0.003    0.003 attrs.py:15(<module>)
        1    0.000    0.000    0.002    0.002 attrs.py:30(AttributeManager)
        1    0.000    0.000    0.000    0.000 auto_control_deps.py:15(<module>)
        1    0.000    0.000    0.000    0.000 auto_control_deps.py:95(AutomaticControlDependencies)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:15(<module>)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:175(AutoCastDistributedVariable)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:28(AutoCastVariable)
        1    0.001    0.001    0.043    0.043 backend.py:19(<module>)
        1    0.000    0.000    0.000    0.000 backend.py:3109(GraphExecutionFunction)
        1    0.000    0.000    0.000    0.000 backend.py:3307(EagerExecutionFunction)
        1    0.000    0.000    0.000    0.000 backend.py:545(_TfDeviceCaptureOp)
        1    0.000    0.000    0.000    0.000 backend_config.py:110(set_image_data_format)
        1    0.000    0.000    0.000    0.000 backend_config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 backend_config.py:32(epsilon)
        1    0.000    0.000    0.000    0.000 backend_config.py:47(set_epsilon)
        1    0.000    0.000    0.000    0.000 backend_config.py:60(floatx)
        1    0.000    0.000    0.000    0.000 backend_config.py:77(set_floatx)
        1    0.000    0.000    0.000    0.000 backend_config.py:95(image_data_format)
        1    0.000    0.000    0.266    0.266 backports.py:3(<module>)
     3541    0.014    0.000    0.026    0.000 backprop.py:143(_record_gradient)
        1    0.000    0.000    0.008    0.008 backprop.py:15(<module>)
        1    0.000    0.000    0.000    0.000 backprop.py:664(GradientTape)
        1    0.000    0.000    0.000    0.000 backprop.py:89(_MockOp)
        5    0.000    0.000    0.093    0.019 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:101(PythonStateSaveable)
      143    0.001    0.000    0.001    0.000 base.py:1189(isspmatrix)
        1    0.000    0.000    0.004    0.004 base.py:12(<module>)
        1    0.000    0.000    0.000    0.000 base.py:129(PythonStringStateSaveable)
        1    0.000    0.000    0.000    0.000 base.py:140(BaseEstimator)
        1    0.000    0.000    0.001    0.001 base.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base.py:155(Layer)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:165(_RegionProxy)
        1    0.000    0.000    0.000    0.000 base.py:190(CheckpointPosition)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.004    0.004 base.py:210(HLObject)
        1    0.000    0.000    0.000    0.000 base.py:218(DenseOutput)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:259(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 base.py:26(OdeSolver)
       22    0.000    0.000    0.001    0.000 base.py:297(__setstate__)
        1    0.000    0.000    0.000    0.000 base.py:309(KeysViewHDF5)
        1    0.000    0.000    0.000    0.000 base.py:315(ValuesViewHDF5)
        1    0.000    0.000    0.000    0.000 base.py:328(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 base.py:337(ItemsViewHDF5)
        1    0.000    0.000    0.000    0.000 base.py:356(MappingHDF5)
        1    0.000    0.000    0.000    0.000 base.py:360(RegressorMixin)
        1    0.000    0.000    0.000    0.000 base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:405(MutableMappingHDF5)
        1    0.000    0.000    0.000    0.000 base.py:416(Empty)
        1    0.000    0.000    0.000    0.000 base.py:425(ClusterMixin)
       15    0.000    0.000    0.001    0.000 base.py:436(no_automatic_dependency_tracking)
        1    0.000    0.000    0.000    0.000 base.py:451(BiclusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:466(Trackable)
        1    0.000    0.000    0.000    0.000 base.py:526(TransformerMixin)
        1    0.000    0.000    0.000    0.000 base.py:559(DensityMixin)
        1    0.000    0.000    0.000    0.000 base.py:57(CheckpointInitialValue)
        1    0.000    0.000    0.000    0.000 base.py:577(OutlierMixin)
        1    0.000    0.000    0.000    0.000 base.py:603(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 base.py:608(MultiOutputMixin)
        1    0.000    0.000    0.000    0.000 base.py:614(_UnstableArchMixin)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 base.py:66(default_lapl)
        1    0.000    0.000    0.000    0.000 base.py:75(default_lcpl)
        1    0.000    0.000    0.000    0.000 base.py:89(NoRestoreSaveable)
        1    0.000    0.000    0.000    0.000 base.py:92(CommonStateObject)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 base_head.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base_head.py:55(Head)
        1    0.000    0.000    0.034    0.034 base_layer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 base_layer.py:2060(Node)
        1    0.000    0.000    0.001    0.001 base_layer.py:2179(TensorFlowOpLayer)
        1    0.000    0.000    0.000    0.000 base_layer.py:2277(AddLoss)
        1    0.000    0.000    0.000    0.000 base_layer.py:2298(AddMetric)
        1    0.000    0.000    0.000    0.000 base_layer.py:2324(KerasHistory)
        2    0.000    0.000    0.000    0.000 base_layer.py:2349(default)
        1    0.000    0.000    0.000    0.000 base_layer.py:76(Layer)
        1    0.000    0.000    0.003    0.003 base_layer_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:41(CallConvention)
        1    0.000    0.000    0.000    0.000 baseline.py:293(BaselineClassifierV2)
        1    0.000    0.000    0.000    0.000 baseline.py:404(BaselineClassifier)
        1    0.000    0.000    0.000    0.000 baseline.py:437(BaselineEstimatorV2)
        1    0.000    0.000    0.032    0.032 baseline.py:47(<module>)
        1    0.000    0.000    0.000    0.000 baseline.py:520(BaselineEstimator)
        1    0.000    0.000    0.000    0.000 baseline.py:543(BaselineRegressorV2)
        1    0.000    0.000    0.000    0.000 baseline.py:638(BaselineRegressor)
        1    0.000    0.000    0.003    0.003 basic.py:5(<module>)
        1    0.000    0.000    0.004    0.004 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:756(erfinv)
        1    0.000    0.000    0.000    0.000 basic_loops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 basic_session_run_hooks.py:15(<module>)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:158(NeverTriggerTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:173(LoggingTensorHook)
        1    0.000    0.000    0.015    0.015 basic_session_run_hooks.py:20(<module>)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:325(_MultiStepStopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:389(StopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:445(CheckpointSaverListener)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:512(CheckpointSaverHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:54(_HookTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:649(StepCounterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:729(NanLossDuringTrainingError)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:736(NanTensorHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:768(SummarySaverHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:877(GlobalStepWaiterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:90(SecondOrStepTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:926(FinalOpsHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:970(FeedFnHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:988(ProfilerHook)
        1    0.000    0.000    0.007    0.007 batch_ops.py:16(<module>)
        1    0.000    0.000    0.388    0.388 batching.py:15(<module>)
        1    0.000    0.000    0.000    0.000 batching.py:258(_DenseToSparseBatchDataset)
        1    0.000    0.000    0.000    0.000 batching.py:288(_MapAndBatchDataset)
        1    0.000    0.000    0.000    0.000 batching.py:335(_RestructuredDataset)
        1    0.000    0.000    0.000    0.000 batching.py:422(_UnbatchDataset)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 bdb.py:642(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:840(Tdb)
        1    0.000    0.000    0.002    0.002 bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:445(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 bdf.py:73(BDF)
        1    0.000    0.000    0.000    0.000 benchmark.py:135(_BenchmarkRegistrar)
        2    0.000    0.000    0.000    0.000 benchmark.py:138(__new__)
        1    0.000    0.000    0.000    0.000 benchmark.py:146(Benchmark)
        1    0.000    0.000    0.000    0.000 benchmark.py:156(is_abstract)
        1    0.000    0.000    0.006    0.006 benchmark.py:16(<module>)
        1    0.000    0.000    0.000    0.000 benchmark.py:230(TensorFlowBenchmark)
        1    0.000    0.000    0.000    0.000 benchmark.py:240(is_abstract)
        1    0.000    0.000    0.009    0.009 bernoulli.py:15(<module>)
        1    0.000    0.000    0.001    0.001 bernoulli.py:35(Bernoulli)
        1    0.000    0.000    0.004    0.004 beta.py:15(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:350(BetaWithSoftplusConcentration)
        1    0.000    0.000    0.001    0.001 beta.py:50(Beta)
        1    0.000    0.000    0.000    0.000 bfloat16.py:16(<module>)
        1    0.000    0.000    0.000    0.000 bicluster.py:1(<module>)
        1    0.000    0.000    0.002    0.002 binary_class_head.py:15(<module>)
        1    0.000    0.000    0.000    0.000 binary_class_head.py:40(BinaryClassHead)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bitstring.py:102(ReadError)
        1    0.000    0.000    0.000    0.000 bitstring.py:109(InterpretError)
        1    0.000    0.000    0.000    0.000 bitstring.py:116(ByteAlignError)
      576    0.014    0.000    0.025    0.000 bitstring.py:1195(_assertsanity)
        1    0.000    0.000    0.000    0.000 bitstring.py:123(CreationError)
        1    0.000    0.000    0.000    0.000 bitstring.py:130(ConstByteStore)
      576    0.007    0.000    0.034    0.000 bitstring.py:1330(_setbytes_unsafe)
      288    0.013    0.000    0.038    0.000 bitstring.py:1351(_setuint)
      576    0.002    0.000    0.002    0.000 bitstring.py:138(__init__)
    18432    0.158    0.000    0.232    0.000 bitstring.py:148(getbit)
      576    0.002    0.000    0.002    0.000 bitstring.py:162(bytelength)
     1152    0.003    0.000    0.003    0.000 bitstring.py:1942(_getoffset)
    20160    0.058    0.000    0.058    0.000 bitstring.py:1945(_getlength)
      576    0.002    0.000    0.002    0.000 bitstring.py:210(byteoffset)
        1    0.000    0.000    0.000    0.000 bitstring.py:219(ByteStore)
        1    0.000    0.000    0.000    0.000 bitstring.py:2936(BitArray)
      288    0.002    0.000    0.003    0.000 bitstring.py:3012(__init__)
      288    0.006    0.000    0.089    0.000 bitstring.py:3053(__new__)
        1    0.001    0.001    0.027    0.027 bitstring.py:36(<module>)
        1    0.000    0.000    0.000    0.000 bitstring.py:3687(ConstBitStream)
        1    0.000    0.000    0.000    0.000 bitstring.py:394(MmapByteArray)
        1    0.000    0.000    0.000    0.000 bitstring.py:4011(BitStream)
        1    0.000    0.000    0.000    0.000 bitstring.py:671(<listcomp>)
        1    0.001    0.001    0.001    0.001 bitstring.py:674(<listcomp>)
        1    0.000    0.000    0.000    0.000 bitstring.py:677(Bits)
      576    0.013    0.000    0.083    0.000 bitstring.py:771(__new__)
      576    0.008    0.000    0.064    0.000 bitstring.py:799(_initialise)
    18720    0.244    0.000    0.530    0.000 bitstring.py:882(__getitem__)
        1    0.000    0.000    0.000    0.000 bitstring.py:89(Error)
      288    0.002    0.000    0.003    0.000 bitstring.py:927(__len__)
        1    0.000    0.000    0.001    0.001 bitwise_ops.py:16(<module>)
        1    0.000    0.000    0.002    0.002 blas.py:202(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:233(<dictcomp>)
        3    0.000    0.000    0.000    0.000 blas.py:253(find_best_blas_type)
        3    0.000    0.000    0.000    0.000 blas.py:318(_get_funcs)
        3    0.000    0.000    0.000    0.000 blas.py:364(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1238(GrowerInitializationHook)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1438(_BoostedTreesBase)
        1    0.000    0.000    0.009    0.009 boosted_trees.py:15(<module>)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1622(BoostedTreesClassifier)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1792(BoostedTreesRegressor)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1947(BoostedTreesEstimator)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:432(_CacheTrainingStatesUsingHashTable)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:513(_CacheTrainingStatesUsingVariables)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:556(_StopAtAttemptsHook)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:592(_EnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:740(_InMemoryEnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:775(_AccumulatorEnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:161(_TreeEnsembleSavable)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:206(TreeEnsemble)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:51(PruningMode)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:66(QuantileAccumulatorSaveable)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:95(QuantileAccumulator)
        1    0.001    0.001    0.002    0.002 boosted_trees_pb2.py:5(<module>)
        2    0.000    0.000    0.000    0.000 boosted_trees_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 boosted_trees_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 boston_housing.py:16(<module>)
        1    0.000    0.000    0.000    0.000 break_statements.py:15(<module>)
        1    0.000    0.000    0.000    0.000 break_statements.py:27(_Break)
        1    0.000    0.000    0.000    0.000 break_statements.py:37(BreakTransformer)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        1    0.000    0.000    0.000    0.000 build_info.py:16(<module>)
        1    0.000    0.000    0.005    0.005 builder.py:20(<module>)
        1    0.000    0.000    0.004    0.004 builder_impl.py:15(<module>)
        1    0.000    0.000    0.002    0.002 builder_impl.py:426(SavedModelBuilder)
        1    0.000    0.000    0.000    0.000 builder_impl.py:46(_SavedModelBuilder)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
    20478    0.069    0.000    0.270    0.000 c_api_util.py:143(tf_buffer)
        1    0.000    0.000    0.004    0.004 c_api_util.py:16(<module>)
     9159    0.076    0.000    0.860    0.000 c_api_util.py:176(tf_output)
        1    0.000    0.000    0.000    0.000 c_api_util.py:29(ScopedTFStatus)
        1    0.000    0.000    0.000    0.000 c_api_util.py:42(ScopedTFGraph)
        1    0.000    0.000    0.012    0.012 c_api_util.py:45(__init__)
        1    0.000    0.000    0.000    0.000 c_api_util.py:55(ScopedTFImportGraphDefOptions)
        1    0.000    0.000    0.000    0.000 c_api_util.py:68(ScopedTFImportGraphDefResults)
        1    0.000    0.000    0.000    0.000 c_api_util.py:81(ScopedTFFunction)
        1    0.000    0.000    0.000    0.000 c_api_util.py:96(ApiDefMap)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calibrator.py:15(<module>)
        1    0.000    0.000    0.000    0.000 calibrator.py:32(Calibrator)
        1    0.000    0.000    0.000    0.000 call_trees.py:19(<module>)
        1    0.000    0.000    0.000    0.000 call_trees.py:37(_Function)
